position,company,location,flag
"Senior Data Analyst - Flexible Schedule, 30-40 hours/week",Massachusetts General Hospital(MGH),"Boston, MA",2
Data Scientist,Zoll Medical Corporation,"Chelmsford, MA",2
Computer Vision Scientist,Amazon Robotics LLC,"North Reading, MA",2
Data Scientist – Personalization,Spotify,"Boston, MA",2
Associate Machine Learning Engineer,Broad Institute,"Cambridge, MA",2
Senior Data Science Engineer (Pearson K12 Learning),Pearson,"Boston, MA",2
MAIDAP Data Scientist- PhD Students and Recent Graduates,Microsoft,"Cambridge, MA",2
Data Scientist,Bright Horizons Family Solutions,"Watertown, MA",2
Data Scientist,"Amazon.com Services, Inc.","Cambridge, MA",2
"Senior Manager, Machine Learning",Indigo,"Boston, MA",2
Sr. PL Data Analyst/Data Analyst II,Arbella Insurance Group,"Quincy, MA",2
Associate Data Scientist,Day Zero Diagnostics,"Boston, MA",2
Data Scientist,Novartis,"Cambridge, MA",1
Computer Vision Engineer,MathWorks,"Natick, MA",1
Data Scientist,NeuroSoph,"Boston, MA",1
Data Scientist,The Learning Corp,"Newton, MA",1
"Machine Learning Computer Vision Engineer, Senior",Booz Allen Hamilton,"Westborough, MA",1
Data Scientist,MCR labs,"Framingham, MA",1
"Data Scientist, Junior",Booz Allen Hamilton,"Lexington, MA",1
Sr Data Scientist,CallMiner,"Waltham, MA",1
Data Scientist,Analysis Group,"Boston, MA",1
Data Scientist,Aspen Technology,"Bedford, MA",1
Data Scientist,Waystar,"Boston, MA",1
Data Scientist,"Foundation Medicine, Inc.","Cambridge, MA",1
Data Guru/Scientist/Demographer,Community Data Platforms,"Nantucket, MA",1
Data Scientist,Klaviyo,"Boston, MA",1
Data Scientist,Bristol-Myers Squibb,"Devens, MA",1
Data Scientist,InsuraMatch,"Boston, MA",1
Associate Data Scientist,"Press Ganey Associates, Inc.","Boston, MA",1
Data Scientist (Ad Tech),KAYAK,"Boston, MA",1
Data Scientist (Co-op),Retail Business Services,"Quincy, MA",1
Data Scientist,DeepHealth,"Cambridge, MA",1
Data Scientist,Pluralsight,"Boston, MA",1
Healthcare Data Analyst,HealthEC,"Edison, NJ",100
Senior Data Scientist,Lantern Pharma,"Newark, NJ",99
Health Informatics Data Analyst,CAMcare Health Corporation,"Camden, NJ",98
Healthcare Analytics Coordinator,Bonnie Brae,"Liberty Corner, NJ",95
Senior Talend Data Integration Designer and Developer,ITI Data,"Jersey City, NJ",92
.NET Developer/ANGULAR2,"Relational Concepts, Inc","Cherry Hill, NJ",76
Team Administrator,Intent HQ,"Basking Ridge, NJ",29
SEC Filing Specialist / Analyst,InsiderScore LLC,"Princeton, NJ",22
"Analyst, eCommerce Direct to Consumer Analytics",Newell Brands,"Hoboken, NJ",9
View & Apply,Absolutdata,New Jersey,9
"Business Analyst, VMO",Wakefern Food Corp.,"Edison, NJ",9
Inventive Scientist (Labs - Data Science and AI Research),AT&T,"Bedminster, NJ",9
"DevOps Engineering: Test Automation, RPA and Analytics Intern",BMW of North America LLC.,"Woodcliff Lake, NJ",9
Consultant – Financial Planning and Analytics Technology,Revelwood,"Parsippany, NJ",9
"Manager, Strategy & Analytics, Strategy",Deloitte,"Parsippany, NJ",9
Solution Architect,Bank of America,"Pennington, NJ",8
Marketing Director 'Growth Hacker' Digital,U.S. Elite LLC (Tactical & Outdoor Gear),"Hawthorne, NJ",8
Financial Analyst,Movado Group Inc,"Paramus, NJ",8
"Director, Field Enablement",Bausch Health,"Bridgewater, NJ",8
Accounting Intern,Mathematica Policy Research,"Princeton, NJ",8
Field Account Manager,Verra Mobility,"Jersey City, NJ",8
Business Intelligence Data Analyst,Rush Street Interactive,"Collingswood, NJ",8
Data Scientist / Machine Learning Research Professional,Siemens,"Princeton, NJ",8
"Data Analyst, Business Intelligence - Entry level",Syneos Health Commercial Solutions,"Somerset, NJ",8
Facilities Coordinator,Tradeweb Markets LLC,"Jersey City, NJ",8
"Analytics Project Manager, Decision Analytics",EXL Service,"Jersey City, NJ",8
Software Engineer,JP Morgan Chase,"Jersey City, NJ",8
"Associate Director, RW Market Access Analytics",Johnson & Johnson Family of Companies,"Titusville, NJ",8
MCG Key Account Manager,Randa Accessories,"Bloomfield, NJ",8
Data Scientist,Innovative Defense Technologies (IDT),"Mount Laurel, NJ",8
Population Health Software Manual Writer,HealthEC,"Edison, NJ",8
Data Engineer/Architect,Noble-D,"Trenton, NJ",8
"Analyst, Digital Analytics, CNBC",NBCUniversal,"Englewood Cliffs, NJ",8
Systems Operator,Allied Beverage Group,"Elizabeth, NJ",8
"Director, Field Enablement",Bausch & Lomb,"Bridgewater, NJ",8
GIS Specialist 4,CDM Smith,"Edison, NJ",8
Win Room Manager Commercial Analytics,Medidata Solutions,"Iselin, NJ",8
Compensation Analyst,Conduent,"Florham Park, NJ",8
Business Intelligence Manager,Verizon,"Basking Ridge, NJ",8
"Temporary Senior Consultant, IEEE Xplore Analytics",IEEE Corporate,"Piscataway, NJ",8
Senior Research Scientist I,Bristol-Myers Squibb,"Princeton, NJ",8
Canvassing,Momentum Solar,"Cherry Hill, NJ",8
"Business Analytics, Supply Chain",Unilever,"Englewood Cliffs, NJ",8
"Manager, Analytics and Sales Operations",Bausch Health,"Bridgewater, NJ",8
Int. Applications Developer,UNITED PARCEL SERVICE,"Wayne, NJ",8
"Manager, Analytics & Reporting",Jackson Hewitt,"Jersey City, NJ",8
"Analyst, Modeling & Analytics",Prudential,"Newark, NJ",8
Analytics Senior Manager,"Audible, Inc.","Newark, NJ",8
Data Science Statistian,Holy Name Medical Center,"Teaneck, NJ",8
Global Financial Crimes Specialist,Bank of America,"Jersey City, NJ",8
Compensation Analyst,Verizon,"Basking Ridge, NJ",8
"Strategist, MRM//McCann",Worldgroup Careers MWT,"Princeton, NJ",8
"AVP, Buiness Intelligence and Advanced Analytics Manager",Chubb,"Whitehouse Station, NJ",8
HCM Technology,Goldman Sachs,"Jersey City, NJ",8
"Data Scientist, Information Technology",IEEE Corporate,"Piscataway, NJ",7
"Associate Director, Strategy North America",Mondelez International,"East Hanover, NJ",7
Data Scientist,BMW of North America LLC.,"Woodcliff Lake, NJ",7
Digital Sportsbook VIP Analyst,American Wagering,"Jersey City, NJ",7
"Assistant Manager, Services (Analytics)",EXL Service,"Jersey City, NJ",7
Deputy Director Commercial Analytics,Bayer,"Whippany, NJ",7
Senior Data Analyst,Walmart,"Hoboken, NJ",7
"Manager, Product Development Analytics",Bristol-Myers Squibb,"New Brunswick, NJ",7
Supply Chain Planner - Data Analytics,Campbell Soup Company,"Camden, NJ",7
Sr. Data Scientist,Dun & Bradstreet,"Short Hills, NJ",7
Sr. Director - Product Mgmt-Data Cloud Analytics,ADP,"Parsippany, NJ",7
"Manager/Sr Manager, Pharma Commercial Insights and Analytics",TRIS PHARMA INC,"Monmouth Junction, NJ",7
Medicaid Rebate Associate,Amneal Pharmaceuticals,"Bridgewater, NJ",7
Senior Business Intelligence Developer,East Orange General Hospital,"East Orange, NJ",7
Cyber Internship-Summer 2020 (New Jersey),Perspecta,"Basking Ridge, NJ",7
"Sr. Associate, BI & Performance Management",KPMG,"Montvale, NJ",7
Data Engineer,InfoHT,"Piscataway, NJ",7
Business Intelligence & Analytics Manager,American Dream,"East Rutherford, NJ",7
SDE II – ML,"Audible, Inc.","Newark, NJ",7
Temporary Data Engineer,IEEE Corporate,"Piscataway, NJ",7
Certification Program Coordinator,Medidata Solutions,"Iselin, NJ",7
SQL Developer,Vertican Technologies,"Fairfield, NJ",7
Business Analyst Leader - Specialty Pharmacy Data,Cognizant Technology Solutions,"East Hanover, NJ",7
Rebates/Chargeback/EDI Analytics Manager,Camber Pharmaceutical,"Piscataway, NJ",7
Technology Co-Op Spring 2020,Johnson & Johnson Family of Companies,New Jersey,7
Solution Architect – OCR & Unstructured Data Focus,EXL Service,"Jersey City, NJ",7
Quantitative Data Engineer,Jacobs Levy Equity Management,"Florham Park, NJ",7
Tumor Registrar ( Oncology Data Center,RWJBarnabas Health,"Newark, NJ",7
Sr Decision Support Analyst (Performance Analytics),RWJBarnabas Health,"West Orange, NJ",7
Content Manager,"Multimedia Healthcare, LLC","Iselin, NJ",7
Contracts Principal,SAIC,New Jersey,7
Production Support,Tradeweb Markets LLC,"Jersey City, NJ",7
IT Recruiter,The Hiredge Agency | The OMS Group,"Jersey City, NJ",7
Customer Experience Associate I,Conduent,"Newark, NJ",7
Customer Experience Leader,EXL,"Jersey City, NJ",7
Benefits Administration Services Consultant,Conduent,"Secaucus, NJ",7
Bell Labs Coop - Applied ML,NOKIA,"Murray Hill, NJ",7
Director Data Science and AI - Commercial Acceleration,Novartis,"East Hanover, NJ",7
DATA MANAGEMENT ENGINEER MANAGER,Johnson & Johnson Family of Companies,"Somerville, NJ",7
Principal/Business Consulting,ZS Associates,"Princeton, NJ",7
Predictive Modeling Analyst,First Data,"Jersey City, NJ",7
"Senior Analyst, Analytics and Insights",American Standard,"Piscataway, NJ",7
"Sr. Analyst, Pharma Commercial Analytics","KMK Consulting, Inc.","Morristown, NJ",7
"Associate, Software Engineer",JP Morgan Chase,"Jersey City, NJ",7
Asset Management Data IT Lead,UBS,"Weehawken, NJ",7
"Senior Specialist, Recruiting Systems & Processes",Catalent Pharma Solutions,"Somerset, NJ",7
EDGE Summer Internship,BD,"Franklin Lakes, NJ",7
Statistician,"BMW Financial Services, US","Woodcliff Lake, NJ",7
EMR Consultant,HealthEC,"Edison, NJ",7
Inventory Parts Management Specialist,Verizon,"Basking Ridge, NJ",7
"Analyst, Decision Sciences",CMI/Compas,"Cherry Hill, NJ",7
MGR BUS INSIGHTS & ANALYTICS - Enterprise Analytics,Cooper University Hospital,"Camden, NJ",7
Senior Director Strategic Programs (Bedminster NJ),Mallinckrodt,"Bedminster, NJ",7
"Analyst, Customer Service Operations",Integra LifeSciences,"Plainsboro, NJ",7
GIS Analyst,Suburban Consulting Engineers,"Flanders, NJ",7
Logistics Analyst - Center of Excellence,RB,"Parsippany, NJ",7
"Director, Finance",Conduent,"Florham Park, NJ",7
Sr. Spec'st Info Sec Analyst- IAM,BNY Mellon,"Florham Park, NJ",7
2020 Human Immunodeficiency Virus Graduate Intern,Merck,"Kenilworth, NJ",7
"Analytics Engagement Manager, Decision Analytics",EXL,"Jersey City, NJ",7
Lead Data Engineer,Tiffany & Co.,"Parsippany, NJ",7
Senior Digital Analyst- Google Analytics,Destination Maternity Corporation,"Moorestown, NJ",7
HR Data Analyst,E*TRADE FINANCIAL,"Jersey City, NJ",7
"Manager, Analytics, Direct To Consumer (DTC)",Ralph Lauren,"Nutley, NJ",7
2020 Audit and Assurance Services Co-Op,Merck,"Kenilworth, NJ",7
Web Producer,Volvo,"Rockleigh, NJ",7
"Senior Specialist, App",RB,"Parsippany, NJ",7
"Director, Advanced Clinical Analytics",HMH HOSPITALS CORPORATION,"Edison, NJ",7
"Director, Customer Success",Medidata Solutions,"Iselin, NJ",7
Financial Reporting Manager,Crestron,"Rockleigh, NJ",7
IT Procurement Services Associate,Zar Technology,"Jersey City, NJ",7
Senior Data Scientist,Realogy Holdings Corp,"Madison, NJ",7
"Global Supply Chain Data Lead- Hackettstown, NJ",Mars,"Hackettstown, NJ",6
Talent Acquisition Operations Leader,AECOM,"Clifton, NJ",6
"Global Solution Owner, eCommerce and Consumer Analytics",Mondelez International,"East Hanover, NJ",6
Project Finance Analyst,SAC Wireless,"Secaucus, NJ",6
Lead Forecasting/CCAR Database Developer,Bank of America,"Jersey City, NJ",6
"Consultant, Data Stewardship",TD Ameritrade,"Jersey City, NJ",6
"Sr Analyst, FMA, Accounting",Dow Jones,"Princeton, NJ",6
Program Portfolio Manager,InfoQuest Consulting Group Inc.,"Monmouth Junction, NJ",6
Product Data Analyst,The Execu|Search Group,"Montvale, NJ",6
Sr Consultant,IQVIA,"Chester, NJ",6
Financial Analyst - [2020 Pipeline Program],DTCC,"Jersey City, NJ",6
Program Associate - Internship,Jersey Cares,"Livingston, NJ",6
Contact Center CRM,BLUECUBE Information Technology,"North Brunswick, NJ",6
Content Extraction Specialist,Dow Jones,"Princeton, NJ",6
Junior Business Analyst,Academy Bus,"Hoboken, NJ",6
"Freshman Diversity Leaders Intern (Georgetown, Princeton, University of Penn)",McKinsey & Company,New Jersey,6
Financial Data Analyst,Colas Inc. (100),"Morristown, NJ",6
Lead Data Engineer,Billtrust,"Lawrenceville, NJ",6
"Product Manager, API and Data Products, CNBC",NBCUniversal,"Englewood Cliffs, NJ",6
Financial Analyst Bgi,HMH HOSPITALS CORPORATION,"Edison, NJ",6
Director of E-Commerce,"Merola Sales Company, Inc.","Freehold, NJ",6
HR Specialist,Rangam Consultants inc.,"Summit, NJ",6
Information Architect,JP Morgan Chase,"Jersey City, NJ",6
Business Intelligence Manager,First Atlantic Federal Credit Union,"Eatontown, NJ",6
Risk Analyst,Golden Meadow Investment,"Jersey City, NJ",6
Business Operations Associate,ZS Associates,"Princeton, NJ",6
Business Operations and Reporting Analyst,Commvault,"Tinton Falls, NJ",6
Spark - Bigdata Developer,Silverlink Technology LLC,"Newark, NJ",6
Business Systems Analyst,Genuent,"Trenton, NJ",6
IT Testing Engineer III,Conduent,"Somerset, NJ",6
Human Resources Associate,International Flavors and Fragrances,"Dayton, NJ",6
CED BI Architect/ETL Developer,Volvo,"Rockleigh, NJ",6
CRM Associate Manager,Newell Brands,"Hoboken, NJ",6
"Research Investigator, Analytics Innovation, Translational Bioinformatics Oncology",Bristol-Myers Squibb,"Princeton, NJ",6
Category Analyst,Bed Bath & Beyond,"Union, NJ",6
Information Security Specialist,Northstar Travel Media LLC,"Secaucus, NJ",6
Co-op: Information Technology,Catalent Pharma Solutions,"Somerset, NJ",6
Statistician,Mathematica Policy Research,"Princeton, NJ",6
Chief Medical Officer (Aetna Better Health of PA),AETNA,New Jersey,6
Insights Manager,"B&G Foods, Inc.","Parsippany, NJ",6
Intern - Retail Banking Data Analyst (Wayne),Valley National Bank,"Wayne, NJ",6
CitiHawk Client Analytics Business Analyst - Equities,Citi,"Jersey City, NJ",6
Head of Information Technology,Glenmark Pharmaceuticals Inc.,"Paramus, NJ",6
Client Quantitative Analyst I,Bank of America,"Pennington, NJ",6
Specialist - Payroll,L'Oreal,"Berkeley Heights, NJ",6
Clinician,Premier Supports,"Bridgewater, NJ",6
Customer Service Associate,S&D Kids,"Piscataway, NJ",6
HR Specialist - LPC8518,"TechData Service Company, LLC","Summit, NJ",6
R&D Big Data Architecture Manager,ZS Associates,"Princeton, NJ",6
Customer Relationship Management (CRM) and Social Media Manager,KnoWEwell,"Far Hills, NJ",6
Data Analyst,Crestron Electronics,"Rockleigh, NJ",6
Customer Service Representative,Grateful Waggon Consultancy,"Jersey City, NJ",6
Data Scientist - NJ,Daugherty Business Solutions,"Franklin Lakes, NJ",6
Manager Brand Analytics,Otsuka Pharmaceutical,"Princeton, NJ",6
Data Scientist IV,iCIMS,"Holmdel, NJ",6
Sr. IT Data Engineer,SK Life Science Inc.,"Paramus, NJ",6
Sr. DB2 Database Developer,Bank of America,"Pennington, NJ",6
Data Scientists - Schmidt Data X Project,Princeton University,"Princeton, NJ",6
Survey Research Manager,Numerator,"Jersey City, NJ",6
"Data Services Engineer, Technical Lead",Johnson & Johnson Family of Companies,"Somerville, NJ",6
Manager NA Fraud Analytics,TD Bank,"Mount Laurel, NJ",6
Marketing Analyst - Consumer Insights,The Children's Place,"Secaucus, NJ",6
Marketing (Entry~),Hanssem Corporation,"Edison, NJ",6
"Sr. Financial Analyst, Operating Cost Analytics",Quest Diagnostics,"Secaucus, NJ",6
Database Management,Telquest International,"Wayne, NJ",6
"Director, Field Enablement",Valeant,"Bridgewater, NJ",6
Business Intelligence Developer,"Everest Re Group, Ltd.","Liberty Corner, NJ",6
Supply Services Internship,RB,"Parsippany, NJ",6
"Director, Field Enablement","Salix Pharmaceuticals, Inc.","Bridgewater, NJ",6
Desktop Support Technician,"Emtec, Inc.",New Jersey,6
"Supervisor, Accounting Services",Conduent,"Newark, NJ",6
Supply Planner,"B&G Foods, Inc.","Parsippany, NJ",6
Digital Data Services Leader - Global Data,Walmart eCommerce,"Hoboken, NJ",6
Digital Marketing Analytics Director,The Children's Place,"Secaucus, NJ",6
"Director, Advanced Ambulatory Analytics",HMH HOSPITALS CORPORATION,"Edison, NJ",6
Digital Strategy & Platforms Finance Analyst,UBS,"Weehawken, NJ",6
"Manager, Digital Marketing Analytics",CMI/Compas,"Cherry Hill, NJ",6
Supply Chain Analyst,Campbell Soup Company,"Camden, NJ",6
Director of Information Technology - CX and Analytics,Subaru of America,"Camden, NJ",6
Supply Chain Analyst,Allergan,"Madison, NJ",6
EDGE Rotational Program,BD,"Franklin Lakes, NJ",6
OBIA ANALYST,Telkite Services,"Bridgewater, NJ",6
Field Staff Appraiser - Clario Appraisal Network,Clear Capital,New Jersey,6
ERP Cloud Financials Lead,Peloton Group,"Jersey City, NJ",6
Life Sciences Consultant,Cognizant Technology Solutions,"East Hanover, NJ",6
Procurement Grains & Oils Sourcing Specialist NA,Mondelez International,"East Hanover, NJ",6
Process Management Specialist,Prudential,"Newark, NJ",6
Data Analyst,Colgate-Palmolive,"Piscataway, NJ",6
"Manager, Business Intelligence and Analytics",Musculoskeletal Transplant Foundation,"Edison, NJ",6
Summer 2020 Supply Chain Internship - New Jersey,Stryker,"Mahwah, NJ",6
Data Analyst,"Tabula Rasa HealthCare, Inc","Moorestown, NJ",6
Data Analyst Co-Op,Pinnacle Treatment Centers,"Mount Laurel, NJ",6
Feasibility Specialist,Bristol-Myers Squibb,"Township of Lawrence, NJ",6
Data Analytics Auditor,Prudential,"Newark, NJ",6
FP&A Manager,Global Benefits Group,"Princeton, NJ",6
Summer Intern - Catastrophe Modeling (Reinsurance),"Everest Re Group, Ltd.","Liberty Corner, NJ",6
"Sr. Manager, Product Strategy and Analytics",Jackson Hewitt,"Jersey City, NJ",6
Postdoctoral Research Associate in Data Science,Princeton University,"Princeton, NJ",6
Enterprise Data Architect,International Flavors and Fragrances,"Union Beach, NJ",6
Post Doctorial Associate,Rutgers University,"New Brunswick, NJ",6
Data Engineer,InfoQuest Consulting Group Inc.,"Monmouth Junction, NJ",6
Data Engineer,NJ Eye LLC,"Union, NJ",6
