position,company,location,flag
Risk Engineering - Platforms & Data Engineer,Goldman Sachs,"Jersey City, NJ",2
Research Engineer: Signal Processing and Machine Learning,Autonomous Healthcare,"Hoboken, NJ",2
Executive Director - Cloud Data Management Lead,JP Morgan Chase,"Jersey City, NJ",2
R&D Engineer Level 1,Collagen Matrix Inc,"Oakland, NJ",2
Finance Platform Engineer - Finance Platforms & Data,Goldman Sachs,"Jersey City, NJ",2
Hardware Engineer,Milestone AV Technologies,"Fairfield, NJ",2
"Scrum Master, Salesforce Effectiveness",Johnson & Johnson Family of Companies,"Titusville, NJ",2
Quality Automation Engineer,Astograph,"Iselin, NJ",2
Security Solutions Engineer,Colgate-Palmolive,"Piscataway, NJ",2
Full Stack Developer,Becht Engineering,"Liberty Corner, NJ",2
Electrical Design Engineer,Pace Systems,"Cherry Hill, NJ",2
HRBP Walmart ecommerce - Retail,The Walmart eCommerce Family of Brands,"Hoboken, NJ",2
Senior Validation Engineer I,Global Pharma Tek,"Edison, NJ",2
"Return-To-Work, Biosurgery Supply Chain Analyst (Re-Ignite)",Johnson & Johnson Family of Companies,"Somerville, NJ",2
Network Analytics and Automation Engineer,Verizon,"Branchburg, NJ",2
Data Scientist,iCIMS,"Holmdel, NJ",2
Network Administrator,SynMeta,"Cherry Hill, NJ",2
Software Engineer,Sunrise Talent,"Lawrenceville, NJ",2
"Data Services Engineer, Technical Lead",Johnson & Johnson Family of Companies,"Somerville, NJ",2
Software Engineer,SnapClose,"Rumson, NJ",2
Software Engineer,amdocs,"Mount Laurel, NJ",2
Software Engineer,NeoTech Group,"South Plainfield, NJ",2
Microsoft Engineer (Senior Level),"American Info Systems, LLC","Rockleigh, NJ",2
Lead Software Engineer - Java/Node,Dow Jones,"Princeton, NJ",2
Software Engineer I,Federal Home Loan Bank of New York,New Jersey,2
Software Engineer,Capgemini,New Jersey,2
Software Development Co op,NOKIA,"Murray Hill, NJ",2
Data Engineer/Architect,Noble-D,"Trenton, NJ",2
Cybersecurity Engineer/Security Risk Analyst,"Quecon, Inc.","Atlantic City, NJ",2
Network Engineer,Sparc Networks,New Jersey,2
Lead ITAM System Engineer,SHI International Corporation,"Somerset, NJ",2
AV/VTC Engineer,EarlyConnect,"Ridgefield Park, NJ",1
iOS Software Development Engineer,"Audible, Inc.","Newark, NJ",1
"Machine Learning Engineer, Decision Analytics Services (Manager)",EXL Service,"Jersey City, NJ",1
MarkLogic/Java Software Engineer (JR1007415),Broadridge,"Newark, NJ",1
Wireless Software Engineer,Blue Danube Systems,"New Providence, NJ",1
Wireless Network Engineer,Pangaia Partners LLC,"Paramus, NJ",1
Hadoop Big Data Software Engineer,JPMorgan Chase,"Jersey City, NJ",1
Walkup Center Support Technician,HP,"Jersey City, NJ",1
GIS Analyst - Database Admin,"SUBURBAN CONSULTING ENGINEERS, INC.","Flanders, NJ",1
Full Stack Lead Developer - Django/React,The Good Trends,"Jersey City, NJ",1
RF Network Planning Engineer,Starry,"Secaucus, NJ",1
QUALITY ENGINEER,Weiss-Aug,"East Hanover, NJ",1
Regional Service Engineer (RSE) Senior Manager,"Environmental Resolutions, Inc. (ERI)",New Jersey,1
Maintenance Worker,Acelero Learning,"Camden, NJ",1
2020 Software Engineer Intern,Guardian Life Insurance Company,"Holmdel, NJ",1
FAMMSS Prod Airframe Sheet Metal,Y-TECH,"Lakehurst, NJ",1
Firewall Engineer for our Security Operations Center (SOC),"STIGroup, Ltd.","Glen Rock, NJ",1
Technical Lead Consultant,Sigmoid,"Union City, NJ",1
Manager Supply Chain,US Pharma Lab,"North Brunswick, NJ",1
Systems Engineer - Commercial Lines,Crum & Forster,"Morristown, NJ",1
"Manager, Data Sciences Machine Learning",Otsuka Pharmaceutical,"Princeton, NJ",1
"Manager, Research & Development, Drug & Delivery Systems",PDI,"Woodcliff Lake, NJ",1
IOT EMBEDDED SYSTEMS DEVELOPER,Johnson & Johnson Family of Companies,"Somerville, NJ",1
Lead Full-Stack Software Engineer for Embedded Edge Devices,Siemens,"Princeton, NJ",1
Programmer Analyst/Computer Software Engineer,Kristek Inc.,"Piscataway, NJ",1
Test Automation Engineer,Innovative Defense Technologies (IDT),"Mount Laurel, NJ",1
Night Maintenance Supervisor - 7PM - 7AM,US Beverage Packers LLC,"Keasbey, NJ",1
UX/UI Software Engineer,CentralReach,"Matawan, NJ",1
Transit & Rail Operations & Engineering Intern- Summer 2020,WSP USA,"Newark, NJ",1
Lead Cyber Defense Threat Engineer,ADP,"Roseland, NJ",1
Lead Software Engineer - C/C++ Developer,Dow Jones,"Princeton, NJ",1
Utility Staff Engineer (10+ years experience),Vitex LLC,"Mount Laurel, NJ",1
Optical Reliability Engineer,CACI,"Florham Park, NJ",1
LEAD ENGINEER,CenturyLink,"Waterford Works, NJ",1
Junior Sales Engineer,Index Engines Inc.,"Holmdel, NJ",1
Principal Architect,Verizon,"Basking Ridge, NJ",1
Principal Architect,Verizon,"Piscataway, NJ",1
Temporary Data Engineer,IEEE Corporate,"Piscataway, NJ",1
"IT Manager - Princeton, NJ (19-O-67)",Invidi Technologies Corporation,"Princeton, NJ",1
Network Engineer,"Sabre Systems, Inc.","Lakehurst, NJ",1
Java Software Engineer,Firemon,"Somerset, NJ",1
AngularJS Developer,Greenstar Technologies,"Somerset, NJ",1
Network Engineer,CDI LLC,New Jersey,1
Java Developer,Bank of America,"Jersey City, NJ",1
Telecom Implementation Engineer,Starry,"Secaucus, NJ",1
Principal Software Engineer,Two Six Labs,"Mount Laurel, NJ",1
Technology Strategist,Verizon,"Bedminster, NJ",1
Principal Systems Engineer,CACI,"Florham Park, NJ",1
Lead Software Engineer - Windows/C#.Net Developer,Dow Jones,"Princeton, NJ",1
"AV/VTC Engineer (RF, NJ)",BTI Solutions,"Ridgefield, NJ",1
Cyber Engineer- Penetration Tester,Excentium Inc.,"Atlantic City, NJ",1
Sales/Business Development Coordinator,ITS Products,"South Plainfield, NJ",1
Risk Engineer - Risk Applications,Goldman Sachs,"Jersey City, NJ",1
"Client Service Executive, Communication, Connected Products",Cognizant Technology Solutions,"Bridgewater, NJ",1
Cloud Architect (GCP),OpenText,"Tinton Falls, NJ",1
Cloud Architect,Brilliant Infotech Inc.,"Edison, NJ",1
Software Developer/Data Engineer,"Crawford Lake Capital Management, LLC","Lakewood, NJ",1
Software Controls Engineer,DHPC Technologies,"Picatinny Arsenal, NJ",1
Sr. DevOps Engineer,Ishi Systems,"Jersey City, NJ",1
Database Architect/Administrator,American Dream,"East Rutherford, NJ",1
Senior Vulnerability Manager Engineer,Dun & Bradstreet,"Short Hills, NJ",1
Sr. Hybris Developer,eProSoft America Inc,"Edison, NJ",1
"Data Engineer, Data Acquisition",Walmart,"Hoboken, NJ",1
Cisco Unified Communications Engineer,Booz Allen Hamilton,"Red Bank, NJ",1
Sr. Lead DevOps Engineer,S&P Global,"Princeton, NJ",1
Senior Talend Data Integration Designer and Developer,Advent Intermodal Solutions LLC,"Jersey City, NJ",1
Design Engineer,InSite Engineering,"Wall, NJ",1
Senior Software QA Automation Engineer,Spirent Communications,"Holmdel, NJ",1
Senior Software Engineers,Corporate America Business Solutions,"Princeton, NJ",1
Senior Software Engineer/Developer,AeroFarms,"Newark, NJ",1
Cloud DevOps Engineer,CEF Solutions Inc.,"Woodbridge, NJ",1
Software Engineer,Knipper,"Somerset, NJ",1
SAP ABAP-Lead,Wipro LTD,"Piscataway, NJ",1
Data Engineer,Colgate-Palmolive,"Piscataway, NJ",1
"Cyber Research Engineer, Advanced Cyber Science",CACI,"Florham Park, NJ",1
Controls Engineer (E),ProMach,"Fairfield, NJ",1
Cyber Security Engineer/Member of Engineering Staff,LOCKHEED MARTIN CORPORATION,"Moorestown, NJ",1
Cyber Security Tools Engineer,Tiro Security,"Englewood Cliffs, NJ",1
Software Engineer III,SEAL Consulting,"Edison, NJ",1
Software Engineer II,Trimble Inc.,"Princeton, NJ",1
Data Center Engineer,Leaseweb USA,"Parsippany, NJ",1
Data Engineer,Cross River Bank,"Fort Lee, NJ",1
Software Engineer,"SNP Transformations, Inc.","Jersey City, NJ",1
Software Engineer (C++ / Python),CACI,"Lakehurst, NJ",1
Cloud and Infrastructure Engineer,perimeterwatch,"Englewood Cliffs, NJ",1
Data Engineer,I5 TECH,"Edison, NJ",1
Software Engineer,Trimble,"Princeton, NJ",1
Data Engineer,IEEE Corporate,"Piscataway, NJ",1
Data Engineer,NJ Eye LLC,"Union, NJ",1
"Cloud Engineer(DevOps, CloudOps)(RP, NJ)",BTI Solutions,"Ridgefield Park, NJ",1
Senior Software Engineer- Mobile Development,Trimble Inc.,"Princeton, NJ",1
Senior Software Engineer - Data Warehouse,Concurrent Technologies Corp,New Jersey,1
Senior Software Engineer,SOLUTE,"Moorestown, NJ",1
"Engineer,Applications",Eos Energy Storage LLC,"Edison, NJ",1
ETL Informatica Engineer,Accenture,"Murray Hill, NJ",1
Staff Software Engineer,BD,"Franklin Lakes, NJ",1
Senior Device Security Engineer,Verizon,"Bedminster, NJ",1
Azure Data Engineer,Accenture,"Florham Park, NJ",1
Senior Developer,Princeton Gerrymandering Project,"Princeton, NJ",1
Electrical Technician – Robotic Product Development,OPEX Corporation,"Moorestown, NJ",1
Stationary Engineer,Sodexo Inc.,"Murray Hill, NJ",1
Software Engineer Sr,SAIC,"Picatinny Arsenal, NJ",1
CAD MANAGER - AUDIO/VIDEO,"JD Audio & Video Design, Inc.","Fort Lee, NJ",1
Supervisory Architect/Engineer,US Department of the Air Force,"McGuire AFB, NJ",1
Enterprise Agile - Scrum Master,Goldman Sachs,"Jersey City, NJ",1
Safety Engineer,SAC Wireless,"Secaucus, NJ",1
SRE/Cloud Engineer - Production Engineering,JP Morgan Chase,"Jersey City, NJ",1
SOFTWARE DEVELOPMENT ENGINEER,NOKIA,"Murray Hill, NJ",1
"Associate, Software Engineer",JP Morgan Chase,"Jersey City, NJ",1
"Associate, Quantitative Software Engineer",CIT Group,"Livingston, NJ",1
Staff Quality Engineer II,BD,"Franklin Lakes, NJ",1
ETL Informatica Engineer,Accenture,"Jersey City, NJ",1
ETL Informatica Engineer,Accenture,"Fort Dix, NJ",1
Dynamic Intern- Traffic,Dynamic Engineering,"Chester, NJ",1
DevOps L1 Engineer - NJ,Verus LLC,"New Providence, NJ",1
Sr. Software Engineer - Ruby on Rails,Blue Lava,"Trenton, NJ",1
C++/Embedded developer,Boston Data Pro,"Princeton, NJ",1
DevOps Manager,EZOPS Inc,"New Brunswick, NJ",1
Sr. Support Engineer,Curvature,New Jersey,1
Digital Electronics Engineer,Canfield Scientific,"Fairfield, NJ",1
"Senior Network Engineer, IT","GENEWIZ, Inc.","South Plainfield, NJ",1
Director of Product Support,PHD Virtual,"Morris Plains, NJ",1
"Director, Global Systems Integrators (GSI) - Americas",Nutanix,"Newark, NJ",1
Senior Member of Technical Staff,Subcom,"Eatontown, NJ",1
Boiler Reliability Specialist (based at Essex EfW facility),Covanta,"Newark, NJ",1
Big Data Software Engineer,JPMorgan Chase,"Jersey City, NJ",1
Senior Machine Learning Engineer,Bank of America,"Pennington, NJ",1
Senior MMW IC Design Engineer,Acacia Communications,"Holmdel, NJ",1
Big Data Engineer,American Water,"Camden, NJ",1
12Y Geospatial Engineer,Army National Guard,"Trenton, NJ",1
Artificial Intelligence/Machine Learning Software Engineer,Verus LLC,"Princeton, NJ",105
"PYTHON AWS , DATA SCIENCE Junior developer",SUMMITWORKS TECHNOLOGIES INC,"South Plainfield, NJ",104
Senior Data Scientist,Lantern Pharma,"Newark, NJ",100
Financial Analyst Data Mining Expertise!,Doherty Enterprises,"Allendale, NJ",100
Sr. Statistician (Oncology),CTG (Computer Task Group),"Whippany, NJ",87
"Senior Manager, Data Operations (SAS, R, Python, Java, Hadoop)",Eisai,"Woodcliff Lake, NJ",82
Statistics - Sr. Manager,SK Life Science Inc.,"Paramus, NJ",82
"Manager, Principal Statistical Programmer, Biostatistics",Taiho Oncology,"Princeton, NJ",81
Principal Statistical Programmer - SAS,"Immunomedics, Inc.","Morris Plains, NJ",81
"Machine Learning Engineer, Decision Analytics Services (Manager)",EXL Service,"Jersey City, NJ",80
Statistical Programming - Sr. Manager,SK Life Science Inc.,"Paramus, NJ",80
"Conversational Artificial Intelligence Architect, Manger - Applied Artificial Intelligence",Deloitte,"Parsippany, NJ",80
Statistical Programming Technical Manager,Bristol-Myers Squibb,"Princeton, NJ",80
"Machine Learning Engineer, Decision Analytics Services (Manager)",EXL,"Jersey City, NJ",80
Human Resources – Workforce Analytics – Lead Machine Learning Engineer - Vice President,JP Morgan Chase,"Jersey City, NJ",80
"Sr. Manager, Statistical Programmer, Biostatistics",Taiho Oncology,"Princeton, NJ",80
"Full Stack Artificial Intelligence Architect, Manager - Applied Artificial Intelligence",Deloitte,"Parsippany, NJ",80
"Senior Manager, Marketing Analytics – Advanced Analytics & Data Science",Jet.com,"Hoboken, NJ",80
"Senior Manager, Statistical Programming",PTC THERAPEUTICS,"South Plainfield, NJ",80
"Director, Statistical Programming",Eisai,"Woodcliff Lake, NJ",80
"Senior Manager, Statistical Programming",Regeneron,"Basking Ridge, NJ",80
Mgr Statistical Programming,"Daiichi Sankyo, Inc.","Basking Ridge, NJ",80
Senior Statistical Programmer,Covance,"Princeton, NJ",80
"Associate Director, Medical Affairs Statistics and Programming",Amicus Therapeutics,"Cranbury, NJ",80
Principal Statistical Programmer,CR MEDICON INC,"Piscataway, NJ",80
"Associate Director, Statistical Programming General Medicine",Regeneron,"Basking Ridge, NJ",80
"Associate Director, Statistical Programming - Oncology",Eisai,"Woodcliff Lake, NJ",80
"Artificial Intelligence Architect, Manager - Applied Artificial Intelligence",Deloitte,"Parsippany, NJ",80
"Artificial Intelligence, Senior Consultant - Applied Artificial Intelligence",Deloitte,"Parsippany, NJ",80
"Application Development Lead, Statistical Programming, Bridgewater, NJ",Sanofi,"Bridgewater, NJ",80
Principal Statistician,Johnson & Johnson Family of Companies,"Raritan, NJ",79
Director of Hedge Risk Management,AXA US,"Jersey City, NJ",79
"Conversational Artificial Intelligence Designer, Manager - Applied Artificial Intelligence",Deloitte,"Parsippany, NJ",79
Senior Statistical Programmer,"Immunomedics, Inc.","Morris Plains, NJ",79
Deputy of Hedge Risk Management,AXA General Insurance,"Jersey City, NJ",78
Senior Director & Head of Clinical Data Science,Genmab,"Princeton, NJ",78
Intelligent Automation Engineer - RPA / AI / ML,Novartis,"East Hanover, NJ",78
Senior Healthcare Data Analyst (Revenue Cycle Experience Preferred),NJ Eye LLC,"Union, NJ",78
Senior Statistical Programmer,Regeneron,"Basking Ridge, NJ",77
"Data and Analytics Platform Leader, Mercer",Mercer,"Hoboken, NJ",75
Lead Computer Vision GPU Engineer,Verizon,"Bedminster, NJ",75
Senior Machine Learning Engineer - Search,The Walmart eCommerce Family of Brands,"Hoboken, NJ",74
"Associate Director, Statistical Programming",Eisai,"Woodcliff Lake, NJ",73
Senior Statistical Programmer,EDETEK INC,"Princeton, NJ",73
SR. Manager in Statistical Programming,"Marcum Search, LLC",New Jersey,72
Manager Statistical Programming,Navitas Life Sciences,"Princeton, NJ",71
"Associate Director, Statistical Programming, Modeling & Simulation",Eisai,"Woodcliff Lake, NJ",71
Senior Machine Learning Engineer - Search,Jet.com,"Hoboken, NJ",70
Contractor/Senior Statistical Programmers,A2Z Scientific,"Township of Warren, NJ",69
"Data Engineer, Global Supply Chain Analytics",Colgate-Palmolive,"Piscataway, NJ",66
"Associate Director, Statistics",CR MEDICON INC,"Piscataway, NJ",61
Statistician or Senior Statistician,EDETEK INC,"Princeton, NJ",57
"PhD Computer Scientist (Machine Learning), Vision Systems Group",SRI International,"Princeton, NJ",53
Principal Statistician,Sky Pharmaceutical Development,"Basking Ridge, NJ",52
Senior Statistician,Katalyst Healthcares & Life Sciences,"Pennington, NJ",52
"Data Strategy Architect - Cloud, Big Data, Analytics, ML/AI/Data Science",Accenture,"Florham Park, NJ",31
Senior Data Analyst - Compliance,Sumitomo Mitsui Banking Corporation,"Jersey City, NJ",30
"Consulting Director, Data Platform Architecture & Engineering",Prudential,"Newark, NJ",30
Digital Sr Business Data Analyst,TD Bank,"Mount Laurel, NJ",25
Senior Systems Analyst- Data Science,BMW of North America LLC.,"Woodcliff Lake, NJ",22
Lead Machine Learning Engineer,Storm Global Analytics,"Jersey City, NJ",21
"Associate Director, Data & Analytics Global Procurement",Bristol-Myers Squibb,"Princeton, NJ",15
SENIOR DATA ANALYST,Alpha Clinical Systems,"Piscataway, NJ",15
"Lead Data Analyst, Advanced Analytics",International Flavors and Fragrances,"Union Beach, NJ",15
Senior Research Scientist-Machine Learning,Perspecta,"Basking Ridge, NJ",14
Vice President - AML Business Analyst - Data Scientist,BNP Paribas,"Jersey City, NJ",13
"Senior Data Scientist, VP",Citi,"Jersey City, NJ",13
"Quality Control Scientist, Analytical Data Reviewer","Immunomedics, Inc.","Morris Plains, NJ",11
"Associate Director, Center of Observational Research and Data Sciences",Bristol-Myers Squibb,"Princeton, NJ",11
RF Machine Learning Research Scientist,Perspecta,"Red Bank, NJ",10
AI Business Analyst,NeuraFlash,"Hoboken, NJ",10
Senior Statistical Programmer,PAREXEL International,United States,10
Research Engineer: Signal Processing and Machine Learning,Autonomous Healthcare,"Hoboken, NJ",10
Senior Statistician - Late Development (1 of 2),Johnson & Johnson Family of Companies,"Titusville, NJ",9
AI/ML Software Engineer,Parsons,"Picatinny Arsenal, NJ",8
Senior Data Analyst,"Tabula Rasa HealthCare, Inc","Moorestown, NJ",8
Statistical Survey Analyst,Mathematica Policy Research,"Princeton, NJ",8
Senior Machine Learning Engineer,Johnson & Johnson Family of Companies,"Bridgewater, NJ",8
STATISTICAL ANALYST,Dialog Direct,"South Plainfield, NJ",7
SR BUSINESS DATA ANALYST PRN - Population Intelligence,Cooper University Hospital,"Camden, NJ",7
"Associate Director, Statistical Methodology/Machine Learning",Eisai,"Woodcliff Lake, NJ",7
"Data Services Engineer, Technical Lead",Johnson & Johnson Family of Companies,"Somerville, NJ",7
Data Science Statistian,Holy Name Medical Center,"Teaneck, NJ",6
Statistician,Bayer,"Whippany, NJ",6
Data Scientists,KVRA Tech Inc,"Piscataway, NJ",6
STATISTICAL ANALYST,Qualfon,"South Plainfield, NJ",6
Regulatory Reporting - Statistical Reporting Analyst,Crum & Forster,"Morristown, NJ",6
Senior Data Scientist,Plymouth Rock Management Company of NJ,"Woodbridge, NJ",6
"Manager, Data Sciences Machine Learning",Otsuka Pharmaceutical,"Princeton, NJ",6
Statistician,"BMW Financial Services, US","Woodcliff Lake, NJ",6
STATISTICAL PROGRAMMER,Wizsolution,"Plainsboro, NJ",6
Sr. Data Scientist,Dun & Bradstreet,"Short Hills, NJ",6
Data Services Engineer -- Manager,Johnson & Johnson Family of Companies,"Somerville, NJ",6
Statistician,Celgene,"Berkeley Heights, NJ",6
Statistician,Mathematica Policy Research,"Princeton, NJ",6
"Associate Director, Statistical Programming",PTC THERAPEUTICS,"South Plainfield, NJ",6
Postdoctoral Research Associate in Data Science,Princeton University,"Princeton, NJ",6
Senior Data Scientist - Risk Mitigation,Fidelity Investments,"Jersey City, NJ",6
DATA MANAGEMENT ENGINEER MANAGER,Johnson & Johnson Family of Companies,"Somerville, NJ",6
Enterprise Architect - Data & Analytics - VIE Contract (W/M),Sanofi,"Bridgewater, NJ",6
"Lead Data Scientist, National Incident Response Team - Federal Reserve (East Rutherford, NJ)",Federal Reserve Bank of New York,"East Rutherford, NJ",6
"Data Science Leader, Pharmacovigilance",Bayer,"Morristown, NJ",6
Data Science Excellence Program (July 2020 start) - CR,Verisk,"Jersey City, NJ",6
Inventive Scientist (Labs - Data Science and AI Research),AT&T,"Bedminster, NJ",6
